a_Gene_ID	Mirbase ID	species_ID	MSA_start	MSA_end	UTR_start	UTR_end	Group_num	Site_type	miRNA in this species	Group_type	Species_in_this_group	Species_in_this_group_with_this_site_type	ORF_overlap
transcript:ENSORLT00000039898	ola-miR-187-3p#FMORYLATM0298	8090	3940	3947	3940	3947	660	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000039898	ola-miR-187-3p#FMORYLATM0298	8090	421	426	421	426	661	6mer	x	6mer	8090		0
transcript:ENSORLT00000035850	ola-miR-187-3p#FMORYLATM0298	8090	167	173	167	173	662	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000031297	ola-miR-187-3p#FMORYLATM0298	8090	749	754	749	754	663	6mer	x	6mer	8090		0
transcript:ENSORLT00000024933	ola-miR-187-3p#FMORYLATM0298	8090	721	726	721	726	664	6mer	x	6mer	8090		0
transcript:ENSORLT00000027956	ola-miR-187-3p#FMORYLATM0298	8090	569	574	569	574	665	6mer	x	6mer	8090		0
transcript:ENSORLT00000032388	ola-miR-187-3p#FMORYLATM0298	8090	569	574	569	574	666	6mer	x	6mer	8090		0
transcript:ENSORLT00000040001	ola-miR-187-3p#FMORYLATM0298	8090	569	574	569	574	667	6mer	x	6mer	8090		0
transcript:ENSORLT00000018621	ola-miR-187-3p#FMORYLATM0298	8090	184	190	184	190	668	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000018621	ola-miR-187-3p#FMORYLATM0298	8090	896	902	896	902	669	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000018723	ola-miR-187-3p#FMORYLATM0298	8090	245	250	245	250	670	6mer	x	6mer	8090		0
transcript:ENSORLT00000018898	ola-miR-187-3p#FMORYLATM0298	8090	319	324	319	324	671	6mer	x	6mer	8090		0
transcript:ENSORLT00000027060	ola-miR-187-3p#FMORYLATM0298	8090	2037	2042	2037	2042	672	6mer	x	6mer	8090		0
transcript:ENSORLT00000043128	ola-miR-187-3p#FMORYLATM0298	8090	1843	1848	1843	1848	673	6mer	x	6mer	8090		0
transcript:ENSORLT00000044001	ola-miR-187-3p#FMORYLATM0298	8090	1843	1848	1843	1848	674	6mer	x	6mer	8090		0
transcript:ENSORLT00000019019	ola-miR-187-3p#FMORYLATM0298	8090	659	664	659	664	675	6mer	x	6mer	8090		0
transcript:ENSORLT00000027356	ola-miR-187-3p#FMORYLATM0298	8090	1228	1233	1228	1233	676	6mer	x	6mer	8090		0
transcript:ENSORLT00000027356	ola-miR-187-3p#FMORYLATM0298	8090	2396	2401	2396	2401	677	6mer	x	6mer	8090		0
transcript:ENSORLT00000032168	ola-miR-187-3p#FMORYLATM0298	8090	100	105	100	105	678	6mer	x	6mer	8090		0
transcript:ENSORLT00000032168	ola-miR-187-3p#FMORYLATM0298	8090	106	111	106	111	679	6mer	x	6mer	8090		0
transcript:ENSORLT00000043844	ola-miR-187-3p#FMORYLATM0298	8090	123	128	123	128	680	6mer	x	6mer	8090		0
transcript:ENSORLT00000043844	ola-miR-187-3p#FMORYLATM0298	8090	182	187	182	187	681	6mer	x	6mer	8090		0
transcript:ENSORLT00000043844	ola-miR-187-3p#FMORYLATM0298	8090	96	102	96	102	682	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000044527	ola-miR-187-3p#FMORYLATM0298	8090	179	184	179	184	683	6mer	x	6mer	8090		0
transcript:ENSORLT00000045272	ola-miR-187-3p#FMORYLATM0298	8090	1044	1049	1044	1049	684	6mer	x	6mer	8090		0
transcript:ENSORLT00000045272	ola-miR-187-3p#FMORYLATM0298	8090	1291	1296	1291	1296	685	6mer	x	6mer	8090		0
transcript:ENSORLT00000039139	ola-miR-187-3p#FMORYLATM0298	8090	1499	1504	1499	1504	686	6mer	x	6mer	8090		0
transcript:ENSORLT00000039139	ola-miR-187-3p#FMORYLATM0298	8090	3132	3137	3132	3137	687	6mer	x	6mer	8090		0
transcript:ENSORLT00000033931	ola-miR-187-3p#FMORYLATM0298	8090	22	27	22	27	688	6mer	x	6mer	8090		0
transcript:ENSORLT00000029272	ola-miR-187-3p#FMORYLATM0298	8090	133	140	133	140	689	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000039365	ola-miR-187-3p#FMORYLATM0298	8090	133	140	133	140	690	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000030482	ola-miR-187-3p#FMORYLATM0298	8090	4150	4156	4150	4156	691	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000037226	ola-miR-187-3p#FMORYLATM0298	8090	4150	4156	4150	4156	692	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000039469	ola-miR-187-3p#FMORYLATM0298	8090	4150	4156	4150	4156	693	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000042710	ola-miR-187-3p#FMORYLATM0298	8090	1105	1111	1105	1111	694	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000000836	ola-miR-187-3p#FMORYLATM0298	8090	855	861	855	861	695	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000030830	ola-miR-187-3p#FMORYLATM0298	8090	344	349	344	349	696	6mer	x	6mer	8090		0
transcript:ENSORLT00000001228	ola-miR-187-3p#FMORYLATM0298	8090	1377	1383	1377	1383	697	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000031306	ola-miR-187-3p#FMORYLATM0298	8090	2121	2126	2121	2126	698	6mer	x	6mer	8090		0
transcript:ENSORLT00000038794	ola-miR-187-3p#FMORYLATM0298	8090	2121	2126	2121	2126	699	6mer	x	6mer	8090		0
transcript:ENSORLT00000042193	ola-miR-187-3p#FMORYLATM0298	8090	459	465	459	465	700	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000027747	ola-miR-187-3p#FMORYLATM0298	8090	1569	1575	1569	1575	701	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000001814	ola-miR-187-3p#FMORYLATM0298	8090	352	357	352	357	702	6mer	x	6mer	8090		0
transcript:ENSORLT00000042700	ola-miR-187-3p#FMORYLATM0298	8090	352	357	352	357	703	6mer	x	6mer	8090		0
transcript:ENSORLT00000040698	ola-miR-187-3p#FMORYLATM0298	8090	2467	2473	2467	2473	704	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000040698	ola-miR-187-3p#FMORYLATM0298	8090	502	507	502	507	705	6mer	x	6mer	8090		0
transcript:ENSORLT00000034112	ola-miR-187-3p#FMORYLATM0298	8090	3764	3770	3764	3770	706	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000035347	ola-miR-187-3p#FMORYLATM0298	8090	1302	1307	1302	1307	707	6mer	x	6mer	8090		0
transcript:ENSORLT00000002436	ola-miR-187-3p#FMORYLATM0298	8090	127	134	127	134	708	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000031286	ola-miR-187-3p#FMORYLATM0298	8090	1484	1491	1484	1491	709	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000002544	ola-miR-187-3p#FMORYLATM0298	8090	558	564	558	564	710	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000031683	ola-miR-187-3p#FMORYLATM0298	8090	558	564	558	564	711	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000002566	ola-miR-187-3p#FMORYLATM0298	8090	327	332	327	332	712	6mer	x	6mer	8090		0
transcript:ENSORLT00000034544	ola-miR-187-3p#FMORYLATM0298	8090	327	332	327	332	713	6mer	x	6mer	8090		0
transcript:ENSORLT00000002659	ola-miR-187-3p#FMORYLATM0298	8090	1052	1058	1052	1058	714	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000002659	ola-miR-187-3p#FMORYLATM0298	8090	430	435	430	435	715	6mer	x	6mer	8090		0
transcript:ENSORLT00000002680	ola-miR-187-3p#FMORYLATM0298	8090	1931	1936	1931	1936	716	6mer	x	6mer	8090		0
transcript:ENSORLT00000003002	ola-miR-187-3p#FMORYLATM0298	8090	304	310	304	310	717	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000003165	ola-miR-187-3p#FMORYLATM0298	8090	314	319	314	319	718	6mer	x	6mer	8090		0
transcript:ENSORLT00000003165	ola-miR-187-3p#FMORYLATM0298	8090	759	764	759	764	719	6mer	x	6mer	8090		0
transcript:ENSORLT00000028533	ola-miR-187-3p#FMORYLATM0298	8090	2508	2513	2508	2513	720	6mer	x	6mer	8090		0
transcript:ENSORLT00000028533	ola-miR-187-3p#FMORYLATM0298	8090	2812	2817	2812	2817	721	6mer	x	6mer	8090		0
transcript:ENSORLT00000028533	ola-miR-187-3p#FMORYLATM0298	8090	3257	3262	3257	3262	722	6mer	x	6mer	8090		0
transcript:ENSORLT00000004263	ola-miR-187-3p#FMORYLATM0298	8090	1749	1755	1749	1755	723	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000004287	ola-miR-187-3p#FMORYLATM0298	8090	1440	1447	1440	1447	724	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000005060	ola-miR-187-3p#FMORYLATM0298	8090	3767	3772	3767	3772	725	6mer	x	6mer	8090		0
transcript:ENSORLT00000027853	ola-miR-187-3p#FMORYLATM0298	8090	3128	3133	3128	3133	726	6mer	x	6mer	8090		0
transcript:ENSORLT00000027853	ola-miR-187-3p#FMORYLATM0298	8090	794	801	794	801	727	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000028396	ola-miR-187-3p#FMORYLATM0298	8090	3128	3133	3128	3133	728	6mer	x	6mer	8090		0
transcript:ENSORLT00000028396	ola-miR-187-3p#FMORYLATM0298	8090	794	801	794	801	729	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000030933	ola-miR-187-3p#FMORYLATM0298	8090	3128	3133	3128	3133	730	6mer	x	6mer	8090		0
transcript:ENSORLT00000030933	ola-miR-187-3p#FMORYLATM0298	8090	794	801	794	801	731	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000035500	ola-miR-187-3p#FMORYLATM0298	8090	3128	3133	3128	3133	732	6mer	x	6mer	8090		0
transcript:ENSORLT00000035500	ola-miR-187-3p#FMORYLATM0298	8090	794	801	794	801	733	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000035549	ola-miR-187-3p#FMORYLATM0298	8090	3128	3133	3128	3133	734	6mer	x	6mer	8090		0
transcript:ENSORLT00000035549	ola-miR-187-3p#FMORYLATM0298	8090	794	801	794	801	735	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000046381	ola-miR-187-3p#FMORYLATM0298	8090	3128	3133	3128	3133	736	6mer	x	6mer	8090		0
transcript:ENSORLT00000046381	ola-miR-187-3p#FMORYLATM0298	8090	794	801	794	801	737	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000006119	ola-miR-187-3p#FMORYLATM0298	8090	1050	1056	1050	1056	738	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000006122	ola-miR-187-3p#FMORYLATM0298	8090	994	1000	994	1000	739	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000032862	ola-miR-187-3p#FMORYLATM0298	8090	994	1000	994	1000	740	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000035940	ola-miR-187-3p#FMORYLATM0298	8090	994	1000	994	1000	741	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000038948	ola-miR-187-3p#FMORYLATM0298	8090	672	677	672	677	742	6mer	x	6mer	8090		0
transcript:ENSORLT00000027215	ola-miR-187-3p#FMORYLATM0298	8090	869	874	869	874	743	6mer	x	6mer	8090		0
transcript:ENSORLT00000006419	ola-miR-187-3p#FMORYLATM0298	8090	1062	1067	1062	1067	744	6mer	x	6mer	8090		0
transcript:ENSORLT00000035635	ola-miR-187-3p#FMORYLATM0298	8090	1062	1067	1062	1067	745	6mer	x	6mer	8090		0
transcript:ENSORLT00000006713	ola-miR-187-3p#FMORYLATM0298	8090	283	290	283	290	746	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000006828	ola-miR-187-3p#FMORYLATM0298	8090	3670	3675	3670	3675	747	6mer	x	6mer	8090		0
transcript:ENSORLT00000030628	ola-miR-187-3p#FMORYLATM0298	8090	3670	3675	3670	3675	748	6mer	x	6mer	8090		0
transcript:ENSORLT00000031344	ola-miR-187-3p#FMORYLATM0298	8090	3670	3675	3670	3675	749	6mer	x	6mer	8090		0
transcript:ENSORLT00000028667	ola-miR-187-3p#FMORYLATM0298	8090	324	331	324	331	750	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000007299	ola-miR-187-3p#FMORYLATM0298	8090	686	692	686	692	751	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000029789	ola-miR-187-3p#FMORYLATM0298	8090	149	155	149	155	752	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000038844	ola-miR-187-3p#FMORYLATM0298	8090	383	389	383	389	753	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000026780	ola-miR-187-3p#FMORYLATM0298	8090	1940	1946	1940	1946	754	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000026780	ola-miR-187-3p#FMORYLATM0298	8090	3531	3537	3531	3537	755	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000026856	ola-miR-187-3p#FMORYLATM0298	8090	1940	1946	1940	1946	756	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000026856	ola-miR-187-3p#FMORYLATM0298	8090	3531	3537	3531	3537	757	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000007923	ola-miR-187-3p#FMORYLATM0298	8090	1998	2003	1998	2003	758	6mer	x	6mer	8090		0
transcript:ENSORLT00000031731	ola-miR-187-3p#FMORYLATM0298	8090	1998	2003	1998	2003	759	6mer	x	6mer	8090		0
transcript:ENSORLT00000037155	ola-miR-187-3p#FMORYLATM0298	8090	4752	4757	4752	4757	760	6mer	x	6mer	8090		0
transcript:ENSORLT00000040795	ola-miR-187-3p#FMORYLATM0298	8090	2451	2456	2451	2456	761	6mer	x	6mer	8090		0
transcript:ENSORLT00000040795	ola-miR-187-3p#FMORYLATM0298	8090	2539	2545	2539	2545	762	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000040795	ola-miR-187-3p#FMORYLATM0298	8090	3617	3622	3617	3622	763	6mer	x	6mer	8090		0
transcript:ENSORLT00000008352	ola-miR-187-3p#FMORYLATM0298	8090	1776	1781	1776	1781	764	6mer	x	6mer	8090		0
transcript:ENSORLT00000035841	ola-miR-187-3p#FMORYLATM0298	8090	1776	1781	1776	1781	765	6mer	x	6mer	8090		0
transcript:ENSORLT00000008521	ola-miR-187-3p#FMORYLATM0298	8090	1200	1207	1200	1207	766	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000008550	ola-miR-187-3p#FMORYLATM0298	8090	2350	2355	2350	2355	767	6mer	x	6mer	8090		0
transcript:ENSORLT00000036931	ola-miR-187-3p#FMORYLATM0298	8090	637	642	637	642	768	6mer	x	6mer	8090		0
transcript:ENSORLT00000041414	ola-miR-187-3p#FMORYLATM0298	8090	1344	1349	1344	1349	769	6mer	x	6mer	8090		0
transcript:ENSORLT00000037277	ola-miR-187-3p#FMORYLATM0298	8090	2523	2528	2523	2528	770	6mer	x	6mer	8090		0
transcript:ENSORLT00000045732	ola-miR-187-3p#FMORYLATM0298	8090	1057	1063	1057	1063	771	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000045732	ola-miR-187-3p#FMORYLATM0298	8090	1801	1807	1801	1807	772	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000041039	ola-miR-187-3p#FMORYLATM0298	8090	2209	2215	2209	2215	773	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000041039	ola-miR-187-3p#FMORYLATM0298	8090	2641	2646	2641	2646	774	6mer	x	6mer	8090		0
transcript:ENSORLT00000009441	ola-miR-187-3p#FMORYLATM0298	8090	16	21	16	21	775	6mer	x	6mer	8090		0
transcript:ENSORLT00000033359	ola-miR-187-3p#FMORYLATM0298	8090	359	365	359	365	776	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000042853	ola-miR-187-3p#FMORYLATM0298	8090	2440	2446	2440	2446	777	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000042853	ola-miR-187-3p#FMORYLATM0298	8090	2500	2505	2500	2505	778	6mer	x	6mer	8090		0
transcript:ENSORLT00000027785	ola-miR-187-3p#FMORYLATM0298	8090	2194	2199	2194	2199	779	6mer	x	6mer	8090		0
transcript:ENSORLT00000046877	ola-miR-187-3p#FMORYLATM0298	8090	408	413	408	413	780	6mer	x	6mer	8090		0
transcript:ENSORLT00000011347	ola-miR-187-3p#FMORYLATM0298	8090	271	276	271	276	781	6mer	x	6mer	8090		0
transcript:ENSORLT00000041829	ola-miR-187-3p#FMORYLATM0298	8090	3584	3589	3584	3589	782	6mer	x	6mer	8090		0
transcript:ENSORLT00000044388	ola-miR-187-3p#FMORYLATM0298	8090	3688	3693	3688	3693	783	6mer	x	6mer	8090		0
transcript:ENSORLT00000011952	ola-miR-187-3p#FMORYLATM0298	8090	2376	2382	2376	2382	784	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000046699	ola-miR-187-3p#FMORYLATM0298	8090	2376	2382	2376	2382	785	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000033655	ola-miR-187-3p#FMORYLATM0298	8090	1903	1909	1903	1909	786	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000033655	ola-miR-187-3p#FMORYLATM0298	8090	963	968	963	968	787	6mer	x	6mer	8090		0
transcript:ENSORLT00000035555	ola-miR-187-3p#FMORYLATM0298	8090	1240	1245	1240	1245	788	6mer	x	6mer	8090		0
transcript:ENSORLT00000035555	ola-miR-187-3p#FMORYLATM0298	8090	2180	2186	2180	2186	789	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000013209	ola-miR-187-3p#FMORYLATM0298	8090	1730	1735	1730	1735	790	6mer	x	6mer	8090		0
transcript:ENSORLT00000032079	ola-miR-187-3p#FMORYLATM0298	8090	1935	1941	1935	1941	791	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000014080	ola-miR-187-3p#FMORYLATM0298	8090	723	729	723	729	792	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000046314	ola-miR-187-3p#FMORYLATM0298	8090	3345	3352	3345	3352	793	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000035076	ola-miR-187-3p#FMORYLATM0298	8090	1041	1047	1041	1047	794	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000035076	ola-miR-187-3p#FMORYLATM0298	8090	197	202	197	202	795	6mer	x	6mer	8090		0
transcript:ENSORLT00000016079	ola-miR-187-3p#FMORYLATM0298	8090	1041	1047	1041	1047	796	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000016079	ola-miR-187-3p#FMORYLATM0298	8090	197	202	197	202	797	6mer	x	6mer	8090		0
transcript:ENSORLT00000016312	ola-miR-187-3p#FMORYLATM0298	8090	1568	1573	1568	1573	798	6mer	x	6mer	8090		0
transcript:ENSORLT00000016681	ola-miR-187-3p#FMORYLATM0298	8090	1388	1394	1388	1394	799	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000034656	ola-miR-187-3p#FMORYLATM0298	8090	3874	3879	3874	3879	800	6mer	x	6mer	8090		0
transcript:ENSORLT00000016823	ola-miR-187-3p#FMORYLATM0298	8090	1808	1813	1808	1813	801	6mer	x	6mer	8090		0
transcript:ENSORLT00000036001	ola-miR-187-3p#FMORYLATM0298	8090	175	181	175	181	802	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000036001	ola-miR-187-3p#FMORYLATM0298	8090	4116	4123	4116	4123	803	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000045929	ola-miR-187-3p#FMORYLATM0298	8090	175	181	175	181	804	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000045929	ola-miR-187-3p#FMORYLATM0298	8090	4116	4123	4116	4123	805	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000029333	ola-miR-187-3p#FMORYLATM0298	8090	117	124	117	124	806	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000017420	ola-miR-187-3p#FMORYLATM0298	8090	1800	1805	1800	1805	807	6mer	x	6mer	8090		0
transcript:ENSORLT00000032034	ola-miR-187-3p#FMORYLATM0298	8090	2215	2220	2215	2220	808	6mer	x	6mer	8090		0
transcript:ENSORLT00000041519	ola-miR-187-3p#FMORYLATM0298	8090	2215	2220	2215	2220	809	6mer	x	6mer	8090		0
transcript:ENSORLT00000042884	ola-miR-187-3p#FMORYLATM0298	8090	2215	2220	2215	2220	810	6mer	x	6mer	8090		0
transcript:ENSORLT00000045132	ola-miR-187-3p#FMORYLATM0298	8090	2215	2220	2215	2220	811	6mer	x	6mer	8090		0
transcript:ENSORLT00000045399	ola-miR-187-3p#FMORYLATM0298	8090	2215	2220	2215	2220	812	6mer	x	6mer	8090		0
transcript:ENSORLT00000017782	ola-miR-187-3p#FMORYLATM0298	8090	331	336	331	336	813	6mer	x	6mer	8090		0
transcript:ENSORLT00000039291	ola-miR-187-3p#FMORYLATM0298	8090	1653	1658	1653	1658	814	6mer	x	6mer	8090		0
transcript:ENSORLT00000039291	ola-miR-187-3p#FMORYLATM0298	8090	899	904	899	904	815	6mer	x	6mer	8090		0
transcript:ENSORLT00000026998	ola-miR-187-3p#FMORYLATM0298	8090	1267	1272	1267	1272	816	6mer	x	6mer	8090		0
transcript:ENSORLT00000033011	ola-miR-187-3p#FMORYLATM0298	8090	141	146	141	146	817	6mer	x	6mer	8090		0
transcript:ENSORLT00000037956	ola-miR-187-3p#FMORYLATM0298	8090	141	146	141	146	818	6mer	x	6mer	8090		0
transcript:ENSORLT00000033228	ola-miR-187-3p#FMORYLATM0298	8090	158	163	158	163	819	6mer	x	6mer	8090		0
transcript:ENSORLT00000033228	ola-miR-187-3p#FMORYLATM0298	8090	2528	2533	2528	2533	820	6mer	x	6mer	8090		0
transcript:ENSORLT00000045760	ola-miR-187-3p#FMORYLATM0298	8090	56	62	56	62	821	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000018542	ola-miR-187-3p#FMORYLATM0298	8090	1975	1982	1975	1982	822	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000018542	ola-miR-187-3p#FMORYLATM0298	8090	2580	2585	2580	2585	823	6mer	x	6mer	8090		0
transcript:ENSORLT00000038034	ola-miR-187-3p#FMORYLATM0298	8090	2750	2756	2750	2756	824	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000043875	ola-miR-187-3p#FMORYLATM0298	8090	4244	4249	4244	4249	825	6mer	x	6mer	8090		0
transcript:ENSORLT00000034821	ola-miR-187-3p#FMORYLATM0298	8090	590	595	590	595	826	6mer	x	6mer	8090		0
transcript:ENSORLT00000030357	ola-miR-187-3p#FMORYLATM0298	8090	3536	3542	3536	3542	827	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000030357	ola-miR-187-3p#FMORYLATM0298	8090	78	83	78	83	828	6mer	x	6mer	8090		0
transcript:ENSORLT00000019306	ola-miR-187-3p#FMORYLATM0298	8090	357	362	357	362	829	6mer	x	6mer	8090		0
transcript:ENSORLT00000019353	ola-miR-187-3p#FMORYLATM0298	8090	490	496	490	496	830	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000019321	ola-miR-187-3p#FMORYLATM0298	8090	104	109	104	109	831	6mer	x	6mer	8090		0
transcript:ENSORLT00000031964	ola-miR-187-3p#FMORYLATM0298	8090	4031	4037	4031	4037	832	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000019465	ola-miR-187-3p#FMORYLATM0298	8090	765	771	765	771	833	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000042502	ola-miR-187-3p#FMORYLATM0298	8090	241	248	241	248	834	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000042502	ola-miR-187-3p#FMORYLATM0298	8090	3970	3976	3970	3976	835	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000019554	ola-miR-187-3p#FMORYLATM0298	8090	42	47	42	47	836	6mer	x	6mer	8090		0
transcript:ENSORLT00000036143	ola-miR-187-3p#FMORYLATM0298	8090	42	47	42	47	837	6mer	x	6mer	8090		0
transcript:ENSORLT00000035134	ola-miR-187-3p#FMORYLATM0298	8090	2722	2728	2722	2728	838	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000019716	ola-miR-187-3p#FMORYLATM0298	8090	382	387	382	387	839	6mer	x	6mer	8090		0
transcript:ENSORLT00000019716	ola-miR-187-3p#FMORYLATM0298	8090	437	443	437	443	840	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000033543	ola-miR-187-3p#FMORYLATM0298	8090	3073	3079	3073	3079	841	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000033543	ola-miR-187-3p#FMORYLATM0298	8090	3175	3180	3175	3180	842	6mer	x	6mer	8090		0
transcript:ENSORLT00000019802	ola-miR-187-3p#FMORYLATM0298	8090	2747	2752	2747	2752	843	6mer	x	6mer	8090		0
transcript:ENSORLT00000019802	ola-miR-187-3p#FMORYLATM0298	8090	2808	2813	2808	2813	844	6mer	x	6mer	8090		0
transcript:ENSORLT00000019802	ola-miR-187-3p#FMORYLATM0298	8090	3189	3194	3189	3194	845	6mer	x	6mer	8090		0
transcript:ENSORLT00000035915	ola-miR-187-3p#FMORYLATM0298	8090	2747	2752	2747	2752	846	6mer	x	6mer	8090		0
transcript:ENSORLT00000035915	ola-miR-187-3p#FMORYLATM0298	8090	2808	2813	2808	2813	847	6mer	x	6mer	8090		0
transcript:ENSORLT00000035915	ola-miR-187-3p#FMORYLATM0298	8090	3189	3194	3189	3194	848	6mer	x	6mer	8090		0
transcript:ENSORLT00000035131	ola-miR-187-3p#FMORYLATM0298	8090	898	904	898	904	849	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000000406	ola-miR-187-3p#FMORYLATM0298	8090	245	252	245	252	850	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000000406	ola-miR-187-3p#FMORYLATM0298	8090	251	256	251	256	851	6mer	x	6mer	8090		0
transcript:ENSORLT00000000406	ola-miR-187-3p#FMORYLATM0298	8090	602	607	602	607	852	6mer	x	6mer	8090		0
transcript:ENSORLT00000033134	ola-miR-187-3p#FMORYLATM0298	8090	195	201	195	201	853	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000000581	ola-miR-187-3p#FMORYLATM0298	8090	586	591	586	591	854	6mer	x	6mer	8090		0
transcript:ENSORLT00000027352	ola-miR-187-3p#FMORYLATM0298	8090	586	591	586	591	855	6mer	x	6mer	8090		0
transcript:ENSORLT00000033172	ola-miR-187-3p#FMORYLATM0298	8090	586	591	586	591	856	6mer	x	6mer	8090		0
transcript:ENSORLT00000043435	ola-miR-187-3p#FMORYLATM0298	8090	586	591	586	591	857	6mer	x	6mer	8090		0
transcript:ENSORLT00000000591	ola-miR-187-3p#FMORYLATM0298	8090	1097	1102	1097	1102	858	6mer	x	6mer	8090		0
transcript:ENSORLT00000000593	ola-miR-187-3p#FMORYLATM0298	8090	1097	1102	1097	1102	859	6mer	x	6mer	8090		0
transcript:ENSORLT00000000832	ola-miR-187-3p#FMORYLATM0298	8090	1582	1587	1582	1587	860	6mer	x	6mer	8090		0
transcript:ENSORLT00000045544	ola-miR-187-3p#FMORYLATM0298	8090	1582	1587	1582	1587	861	6mer	x	6mer	8090		0
